id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
19411,question,ask_quantity,me can bao_nhieu kinh_lup,Mẹ cần bao nhiêu kính lúp?,medium,synthetic_template_v4,train
19412,generated_mix,time_activity,thu_tu co_giao dang viet,Thứ tư cô giáo đang viết.,medium,synthetic_template_v4,train
19413,time_activity,time_doing,thu_nam co_giao nghe,Thứ năm cô giáo nghe.,medium,synthetic_template_v4,train
19414,generated_health,time_symptom,chu_nhat em bi cam_lanh,Chủ nhật em bị cảm lạnh.,medium,synthetic_template_v4,train
19415,generated_mix,time_activity,toi_nay em dang an,Tối nay em đang ăn.,medium,synthetic_template_v4,train
19416,time_activity,time_doing,toi_nay bo nghi,Tối nay bố nghỉ.,medium,synthetic_template_v4,train
19417,description,object_adj,den cham,Đèn chậm.,simple,synthetic_template_v4,train
19418,quantity,want_quantity,anh muon bon but,Anh muốn bốn bút.,medium,synthetic_template_v4,train
19419,quantity,want_quantity,chi muon ba ban_phim,Chị muốn ba bàn phím.,medium,synthetic_template_v4,train
19420,quantity,want_quantity,em muon chin vo,Em muốn chín vở.,medium,synthetic_template_v4,train
19421,generated_mix,time_activity,mua_he co_giao dang lam_viec,Mùa hè cô giáo đang làm việc.,medium,synthetic_template_v4,train
19422,quantity,want_quantity,ong muon hai com,Ông muốn hai cơm.,medium,synthetic_template_v4,train
19423,generated_mix,time_activity,thu_hai nguoi_khiem_thinh dang chay,Thứ hai người khiếm thính đang chạy.,medium,synthetic_template_v4,train
19424,location,at_place,co o van_phong,Cô ở văn phòng.,simple,synthetic_template_v4,train
19425,generated_mix,time_activity,thu_hai co dang rua_tay,Thứ hai cô đang rửa tay.,medium,synthetic_template_v4,train
19426,generated_health,time_symptom,mua_dong ba bi chong_mat,Mùa đông bà bị chóng mặt.,medium,synthetic_template_v4,train
19427,generated_mix,time_activity,buoi_chieu anh dang xem,Buổi chiều anh đang xem.,medium,synthetic_template_v4,train
19428,generated_mix,want_need_like,chung_toi muon nghi_ngoi,Chúng tôi muốn nghỉ ngơi.,simple,synthetic_template_v4,train
19429,generated_mix,time_activity,thu_bay chi dang viet,Thứ bảy chị đang viết.,medium,synthetic_template_v4,train
19430,quantity,need_quantity,me can hai_muoi dien_thoai,Mẹ cần hai mươi điện thoại.,medium,synthetic_template_v4,train
19431,food_drink,want_food,em muon ca_phe,Em muốn cà phê.,simple,synthetic_template_v4,train
19432,generated_health,time_symptom,thu_sau em bi cam_lanh,Thứ sáu em bị cảm lạnh.,medium,synthetic_template_v4,train
19433,time_activity,time_doing,hom_nay me doc_sach,Hôm nay mẹ đọc sách.,medium,synthetic_template_v4,train
19434,weather,weather_statement,bay_gio gio_manh,Bây giờ gió mạnh.,simple,synthetic_template_v4,train
19435,time_activity,time_doing,thu_bay thay_giao an,Thứ bảy thầy giáo ăn.,medium,synthetic_template_v4,train
19436,generated_question,question,anh can ca_phe khong,Anh có cần cà phê không?,medium,synthetic_template_v4,train
19437,generated_health,time_symptom,buoi_sang co bi met,Buổi sáng cô bị mệt.,medium,synthetic_template_v4,train
19438,generated_mix,time_activity,chu_nhat benh_nhan dang nghe,Chủ nhật bệnh nhân đang nghe.,medium,synthetic_template_v4,train
19439,quantity,need_quantity,em can chin ban_phim,Em cần chín bàn phím.,medium,synthetic_template_v4,train
19440,time_activity,time_doing,thu_bay thay_giao ngu,Thứ bảy thầy giáo ngủ.,medium,synthetic_template_v4,train
19441,generated_health,time_symptom,buoi_trua ban bi dau,Buổi trưa bạn bị đau.,medium,synthetic_template_v4,train
19442,generated_question,question,ban co may_tinh khong,Bạn có máy tính không?,medium,synthetic_template_v4,train
19443,food_drink,need_food,toi can chao,Tôi cần cháo.,simple,synthetic_template_v4,train
19444,generated_question,question,ban co banh_mi khong,Bạn có bánh mì không?,medium,synthetic_template_v4,train
19445,need,not_want,co khong muon ban_do,Cô không muốn bản đồ.,medium,synthetic_template_v4,train
19446,quantity,want_quantity,chi muon sau may_tinh,Chị muốn sáu máy tính.,medium,synthetic_template_v4,train
19447,complex_schedule,time_go_place,buoi_chieu bo se di truong,Buổi chiều bố sẽ đi trường.,complex,synthetic_template_v4,train
19448,time_activity,time_doing,buoi_sang thay_giao lam_bai_tap,Buổi sáng thầy giáo làm bài tập.,medium,synthetic_template_v4,train
19449,quantity,need_quantity,toi can bon den,Tôi cần bốn đèn.,medium,synthetic_template_v4,train
19450,generated_mix,time_activity,buoi_toi em dang ngu,Buổi tối em đang ngủ.,medium,synthetic_template_v4,train
19451,quantity,want_quantity,anh muon tam vo,Anh muốn tám vở.,medium,synthetic_template_v4,train
19452,health,symptom,ba bi dau_chan,Bà bị đau chân.,simple,synthetic_template_v4,train
19453,generated_health,time_symptom,thu_sau me bi di_ung,Thứ sáu mẹ bị dị ứng.,medium,synthetic_template_v4,train
19454,generated_mix,time_activity,buoi_toi ban dang hoc_bai,Buổi tối bạn đang học bài.,medium,synthetic_template_v4,train
19455,object_action,find_object,ba tim giay,Bà tìm giày.,simple,synthetic_template_v4,train
19456,time_activity,time_doing,hom_nay anh lam_viec,Hôm nay anh làm việc.,medium,synthetic_template_v4,train
19457,need,not_want,co khong muon giup_do,Cô không muốn giúp đỡ.,medium,synthetic_template_v4,train
19458,time_activity,time_doing,thu_nam co nghi,Thứ năm cô nghỉ.,medium,synthetic_template_v4,train
19459,generated_health,time_symptom,hom_nay anh bi di_ung,Hôm nay anh bị dị ứng.,medium,synthetic_template_v4,train
19460,complex_need,want_food_place,chi muon com o phong_kham,Chị muốn cơm ở phòng khám.,complex,synthetic_template_v4,train
19461,generated_mix,time_activity,nam em dang lam_bai_tap,Năm em đang làm bài tập.,medium,synthetic_template_v4,train
19462,generated_health,time_symptom,thu_sau anh bi chong_mat,Thứ sáu anh bị chóng mặt.,medium,synthetic_template_v4,train
19463,daily_activity,future_activity,ban se rua_tay,Bạn sẽ rửa tay.,simple,synthetic_template_v4,train
19464,quantity,want_quantity,anh muon mot chao,Anh muốn một cháo.,medium,synthetic_template_v4,train
19465,generated_mix,place,chung_toi o truong,Chúng tôi ở trường.,simple,synthetic_template_v4,train
19466,generated_mix,time_activity,mua_dong anh dang di_hoc,Mùa đông anh đang đi học.,medium,synthetic_template_v4,train
19467,complex_health,symptom_need,em bi dau_hong nen can nuoc,Em bị đau họng nên cần nước.,complex,synthetic_template_v4,train
19468,daily_activity,doing,ban dang doc_sach,Bạn đang đọc sách.,simple,synthetic_template_v4,train
19469,complex_health,symptom_need,me bi dau_hong nen can di_nha_ve_sinh,Mẹ bị đau họng nên cần đi nhà vệ sinh.,complex,synthetic_template_v4,train
19470,generated_health,time_symptom,chu_nhat co_giao bi dau_dau,Chủ nhật cô giáo bị đau đầu.,medium,synthetic_template_v4,train
19471,quantity,need_quantity,ong can mot_tram but,Ông cần một trăm bút.,medium,synthetic_template_v4,train
19472,generated_mix,time_activity,buoi_sang benh_nhan dang an,Buổi sáng bệnh nhân đang ăn.,medium,synthetic_template_v4,train
19473,generated_mix,time_activity,mua_he em dang mua_sam,Mùa hè em đang mua sắm.,medium,synthetic_template_v4,train
19474,generated_health,time_symptom,thu_ba chung_toi bi dau_lung,Thứ ba chúng tôi bị đau lưng.,medium,synthetic_template_v4,train
19475,description,object_color,ban mau_do,Bàn màu đỏ.,simple,synthetic_template_v4,train
19476,generated_health,time_symptom,bay_gio ong bi met,Bây giờ ông bị mệt.,medium,synthetic_template_v4,train
19477,generated_health,time_symptom,thu_bay bo bi chong_mat,Thứ bảy bố bị chóng mặt.,medium,synthetic_template_v4,train
19478,time_activity,time_doing,thu_hai ong lam_viec,Thứ hai ông làm việc.,medium,synthetic_template_v4,train
19479,generated_mix,time_activity,mua_he co dang lam_viec,Mùa hè cô đang làm việc.,medium,synthetic_template_v4,train
19480,generated_health,time_symptom,buoi_trua co bi ho,Buổi trưa cô bị ho.,medium,synthetic_template_v4,train
19481,generated_mix,want_need_like,co_giao muon thuoc,Cô giáo muốn thuốc.,simple,synthetic_template_v4,train
19482,generated_mix,time_activity,thu_sau nguoi_khiem_thinh dang tap_the_duc,Thứ sáu người khiếm thính đang tập thể dục.,medium,synthetic_template_v4,train
19483,generated_mix,time_activity,buoi_sang ba dang di_cho,Buổi sáng bà đang đi chợ.,medium,synthetic_template_v4,train
19484,generated_mix,time_activity,hom_qua chi dang uong,Hôm qua chị đang uống.,medium,synthetic_template_v4,train
19485,time_activity,time_doing,buoi_toi anh nghi,Buổi tối anh nghỉ.,medium,synthetic_template_v4,train
19486,generated_question,question,co_giao can nuoc khong,Cô giáo có cần nước không?,medium,synthetic_template_v4,train
19487,quantity,need_quantity,chi can bon nuoc_cam,Chị cần bốn nước cam.,medium,synthetic_template_v4,train
19488,generated_health,time_symptom,ngay toi bi sot,Ngày tôi bị sốt.,medium,synthetic_template_v4,train
19489,complex_need,want_food_place,anh muon ca o nha_thuoc,Anh muốn cá ở nhà thuốc.,complex,synthetic_template_v4,train
19490,generated_mix,time_activity,ngay_mai me dang nghe,Ngày mai mẹ đang nghe.,medium,synthetic_template_v4,train
19491,generated_mix,time_activity,thu_ba ong dang di_cho,Thứ ba ông đang đi chợ.,medium,synthetic_template_v4,train
19492,generated_health,time_symptom,thang anh bi dau_lung,Tháng anh bị đau lưng.,medium,synthetic_template_v4,train
19493,time_activity,time_doing,nam bo ngu,Năm bố ngủ.,medium,synthetic_template_v4,train
19494,time_activity,time_doing,ngay_mai ong lam_viec,Ngày mai ông làm việc.,medium,synthetic_template_v4,train
19495,generated_health,time_symptom,buoi_toi me bi dau_tay,Buổi tối mẹ bị đau tay.,medium,synthetic_template_v4,train
19496,generated_mix,want_need_like,chung_toi muon bun,Chúng tôi muốn bún.,simple,synthetic_template_v4,train
19497,generated_mix,time_activity,thu_bay em dang nghi,Thứ bảy em đang nghỉ.,medium,synthetic_template_v4,train
19498,generated_health,time_symptom,nam con_gai bi dau_lung,Năm con gái bị đau lưng.,medium,synthetic_template_v4,train
19499,generated_mix,time_activity,buoi_sang nguoi_khiem_thinh dang ngu,Buổi sáng người khiếm thính đang ngủ.,medium,synthetic_template_v4,train
19500,time_activity,time_doing,mua_dong me lam_bai_tap,Mùa đông mẹ làm bài tập.,medium,synthetic_template_v4,train
19501,quantity,need_quantity,ong can hai sach,Ông cần hai sách.,medium,synthetic_template_v4,train
19502,generated_mix,place,me den nha_thuoc,Mẹ đến nhà thuốc.,simple,synthetic_template_v4,train
19503,generated_health,time_symptom,thu_tu anh bi dau_hong,Thứ tư anh bị đau họng.,medium,synthetic_template_v4,train
19504,quantity,want_quantity,toi muon nam vo,Tôi muốn năm vở.,medium,synthetic_template_v4,train
19505,quantity,want_quantity,em muon chin but,Em muốn chín bút.,medium,synthetic_template_v4,train
19506,generated_health,time_symptom,ngay co_giao bi dau_dau,Ngày cô giáo bị đau đầu.,medium,synthetic_template_v4,train
19507,generated_mix,time_activity,mua_dong ba dang rua_tay,Mùa đông bà đang rửa tay.,medium,synthetic_template_v4,train
19508,generated_health,time_symptom,ngay ba bi dau_chan,Ngày bà bị đau chân.,medium,synthetic_template_v4,train
19509,generated_mix,time_activity,thu_sau ba dang chay,Thứ sáu bà đang chạy.,medium,synthetic_template_v4,train
19510,quantity,need_quantity,ong can hai_muoi nuoc,Ông cần hai mươi nước.,medium,synthetic_template_v4,train
19511,time_activity,time_doing,ngay_mai em doc_sach,Ngày mai em đọc sách.,medium,synthetic_template_v4,train
19512,time_activity,time_doing,thang toi lam_bai_tap,Tháng tôi làm bài tập.,medium,synthetic_template_v4,train
19513,weather,weather_feeling,anh cam_thay kho_rao,Anh cảm thấy khô ráo.,medium,synthetic_template_v4,train
19514,complex_health,symptom_need,ban bi chong_mat nen can thuoc,Bạn bị chóng mặt nên cần thuốc.,complex,synthetic_template_v4,train
19515,time_activity,time_doing,hom_qua anh lam_bai_tap,Hôm qua anh làm bài tập.,medium,synthetic_template_v4,train
19516,quantity,need_quantity,em can ba_muoi nuoc_cam,Em cần ba mươi nước cam.,medium,synthetic_template_v4,train
19517,generated_mix,time_activity,thu_hai me dang di_bo,Thứ hai mẹ đang đi bộ.,medium,synthetic_template_v4,train
19518,complex_schedule,time_go_place,buoi_sang anh se di lop_hoc,Buổi sáng anh sẽ đi lớp học.,complex,synthetic_template_v4,train
19519,generated_mix,time_activity,thu_tu co_giao dang tap_the_duc,Thứ tư cô giáo đang tập thể dục.,medium,synthetic_template_v4,train
19520,object_action,lost_object,co mat ao,Cô mất áo.,medium,synthetic_template_v4,train
19521,generated_mix,want_need_like,ba thich sach,Bà thích sách.,simple,synthetic_template_v4,train
19522,generated_mix,time_activity,thu_hai bo dang chay,Thứ hai bố đang chạy.,medium,synthetic_template_v4,train
19523,generated_mix,time_activity,thu_nam co_giao dang mua_sam,Thứ năm cô giáo đang mua sắm.,medium,synthetic_template_v4,train
19524,generated_mix,time_activity,mua_dong ong dang lam_viec,Mùa đông ông đang làm việc.,medium,synthetic_template_v4,train
19525,generated_mix,time_activity,ngay_mai con_gai dang giat_do,Ngày mai con gái đang giặt đồ.,medium,synthetic_template_v4,train
19526,quantity,need_quantity,toi can sau nuoc_cam,Tôi cần sáu nước cam.,medium,synthetic_template_v4,train
19527,description,object_color,ghe mau_den,Ghế màu đen.,simple,synthetic_template_v4,train
19528,generated_mix,time_activity,buoi_toi nguoi_khiem_thinh dang uong,Buổi tối người khiếm thính đang uống.,medium,synthetic_template_v4,train
19529,transport,go_by_transport,anh di may_bay,Anh đi máy bay.,simple,synthetic_template_v4,train
19530,generated_question,question,con_gai can giay khong,Con gái có cần giấy không?,medium,synthetic_template_v4,train
19531,generated_health,time_symptom,buoi_toi con_gai bi cam_lanh,Buổi tối con gái bị cảm lạnh.,medium,synthetic_template_v4,train
19532,time_activity,time_doing,thu_ba co_giao nghe,Thứ ba cô giáo nghe.,medium,synthetic_template_v4,train
19533,generated_mix,time_activity,thu_ba anh dang lam_viec,Thứ ba anh đang làm việc.,medium,synthetic_template_v4,train
19534,daily_activity,future_activity,ong se mua_sam,Ông sẽ mua sắm.,simple,synthetic_template_v4,train
19535,generated_question,question,nguoi_khiem_thinh can kinh_lup khong,Người khiếm thính có cần kính lúp không?,medium,synthetic_template_v4,train
19536,need,need,ong can giay,Ông cần giấy.,simple,synthetic_template_v4,train
19537,health,need_doctor,ong bi dau_lung can goi_bac_si,"Ông bị đau lưng, cần gọi bác sĩ.",complex,synthetic_template_v4,train
19538,description,object_adj,vo uot,Vở ướt.,simple,synthetic_template_v4,train
19539,generated_mix,want_need_like,chung_toi thich goi_y_ta,Chúng tôi thích gọi y tá.,simple,synthetic_template_v4,train
19540,quantity,want_quantity,bo muon nam tivi,Bố muốn năm ti vi.,medium,synthetic_template_v4,train
19541,time_activity,time_doing,ngay_mai co lam_viec,Ngày mai cô làm việc.,medium,synthetic_template_v4,train
